CEPCI,Tlow,Tsupp,WACC,alpha,beta,cMEA,celc,cheat,dTmin,dTreb,eta_boiler,fCO2_B,fCO2_W,fixed,i,ownercost,rescalation,t,yexpenses,duration,rate,scenario,policy,model,Name
1.2693770602047838,53.1755404077539,87.64119988536787,0.059631010480022104,6.390181176450036,0.6194817688916366,2.786837983358732,138.99242306532963,166.33600032708017,8.422373126382315,9.488977880105423,0.9508797371228734,0.16727976047179732,0.11881231886262536,0.06262269651475466,0.05731743775130688,0.12602321197103136,0.026065929683770646,32,5,5673.951866554449,79.92734843244088,10,0,CCSproblem,Sobacken
1.0978719803614931,47.28439225920609,78.36012782641984,0.04056216192456573,6.2449600100829805,0.6331210414968267,1.2274122907491791,53.32657264298469,120.73137391548862,9.837953802846108,10.367609526078073,0.9368139779166111,0.15626180526102723,0.09368822986245816,0.05605647892080533,0.12239227476022976,0.19507547112339968,0.022264172719140052,25,4,5673.951866554449,79.92734843244088,11,0,CCSproblem,Sobacken
1.2134751920742393,45.132901097590704,82.41322129586386,0.0376898121622393,5.891858677398238,0.6245408504025611,2.291654303346824,77.13417553173147,84.5215737164721,7.036388043770275,11.092227256532277,0.9579663438816739,0.13863663219128278,0.14302922736544657,0.07920530738612372,0.10381562603218863,0.20633149825880767,0.02199960600561484,29,4,5673.951866554449,79.92734843244088,12,0,CCSproblem,Sobacken
1.1760088982746708,48.34304110046386,82.2999904214142,0.0475052044910111,6.3386474865046605,0.662234593304786,1.6822112461747438,173.73327843283803,104.0036809672837,5.7455956246851345,7.286995704300638,0.9302756928293975,0.1336425623129224,0.10859684118917257,0.043587018863637264,0.06726272726774443,0.14442930003930948,0.03478324884808197,22,2,5673.951866554449,79.92734843244088,13,0,CCSproblem,Sobacken
1.1191640030989327,43.45751962898565,85.47046554005229,0.0440903732125497,6.023160256638344,0.6653144730374917,2.3897391893817344,115.06370952050443,96.3738243751233,5.275231989917939,8.158523841679848,0.9342525768627987,0.15059420302557514,0.13078855317880364,0.05144855348057932,0.1361861185341584,0.15678570753220536,0.028353374657910737,28,5,5673.951866554449,79.92734843244088,14,0,CCSproblem,Sobacken
1.2028980626342358,52.20119822943684,91.26043252741839,0.066367399499443,6.461384179891999,0.6039860989737307,1.5461625592528683,30.875022110057287,139.46276472595642,6.285473206767928,7.910001085661446,0.9418345600306737,0.16493175223898934,0.09885361227563916,0.0641528225713763,0.0922055373863983,0.23455096413764462,0.03892311755181879,27,4,5673.951866554449,79.92734843244088,15,0,CCSproblem,Sobacken
1.1440971950466778,51.379312189245724,98.39915111033265,0.06569890034225331,6.1899987117127235,0.6377175611279814,2.0511654953220075,127.3317236342428,151.9643444676839,8.900616469484131,11.749646527011436,0.952077735681626,0.17115123614629268,0.10483847439530544,0.06868838610439135,0.11078098736925193,0.10088395169235582,0.03157691824099437,30,3,5673.951866554449,79.92734843244088,16,0,CCSproblem,Sobacken
1.3185176603204858,53.97375973766348,95.15666620012495,0.03166825438222326,6.137432798889492,0.6459992700109708,1.4892607885091216,104.16652603049053,57.842547374164724,7.97594860859747,10.675869349610553,0.9234406455009594,0.17563042886063926,0.14745002575228452,0.07453940938851336,0.047767349699629834,0.1820961892528703,0.0366132470078771,23,2,5673.951866554449,79.92734843244088,17,0,CCSproblem,Sobacken
1.290399202582934,49.796460297589746,91.14623804141208,0.057908567087977855,5.812588659086582,0.6494987484141584,2.520384533291541,156.232031314447,66.85635401344612,9.200776449471963,9.741612752081066,0.9443466521521015,0.14534650227610574,0.13650441468691205,0.04775197692173958,0.14255318997769337,0.24359035385276426,0.03266093620252941,31,3,5673.951866554449,79.92734843244088,18,0,CCSproblem,Sobacken
1.2465678955097095,46.20813580659667,96.73819202059553,0.0519880324711864,6.003682145454042,0.6124873728860151,1.8784677399743548,61.19910973249035,174.3085695821918,6.665154158353623,8.575215089063411,0.926645960913535,0.14461335100226436,0.12165443293339026,0.05400282523758254,0.0778338541069197,0.1700700682559148,0.02470653186040499,25,2,5673.951866554449,79.92734843244088,19,0,CCSproblem,Sobacken
1.2693770602047838,53.1755404077539,87.64119988536787,0.059631010480022104,6.390181176450036,0.6194817688916366,2.786837983358732,138.99242306532963,166.33600032708017,8.422373126382315,9.488977880105423,0.9508797371228734,0.16727976047179732,0.11881231886262536,0.06262269651475466,0.05731743775130688,0.12602321197103136,0.026065929683770646,32,5,4463.97964323743,87.36877985975231,10,1,CCSproblem,Sobacken
1.0978719803614931,47.28439225920609,78.36012782641984,0.04056216192456573,6.2449600100829805,0.6331210414968267,1.2274122907491791,53.32657264298469,120.73137391548862,9.837953802846108,10.367609526078073,0.9368139779166111,0.15626180526102723,0.09368822986245816,0.05605647892080533,0.12239227476022976,0.19507547112339968,0.022264172719140052,25,4,4463.97964323743,87.36877985975231,11,1,CCSproblem,Sobacken
1.2134751920742393,45.132901097590704,82.41322129586386,0.0376898121622393,5.891858677398238,0.6245408504025611,2.291654303346824,77.13417553173147,84.5215737164721,7.036388043770275,11.092227256532277,0.9579663438816739,0.13863663219128278,0.14302922736544657,0.07920530738612372,0.10381562603218863,0.20633149825880767,0.02199960600561484,29,4,4463.97964323743,87.36877985975231,12,1,CCSproblem,Sobacken
1.1760088982746708,48.34304110046386,82.2999904214142,0.0475052044910111,6.3386474865046605,0.662234593304786,1.6822112461747438,173.73327843283803,104.0036809672837,5.7455956246851345,7.286995704300638,0.9302756928293975,0.1336425623129224,0.10859684118917257,0.043587018863637264,0.06726272726774443,0.14442930003930948,0.03478324884808197,22,2,4463.97964323743,87.36877985975231,13,1,CCSproblem,Sobacken
1.1191640030989327,43.45751962898565,85.47046554005229,0.0440903732125497,6.023160256638344,0.6653144730374917,2.3897391893817344,115.06370952050443,96.3738243751233,5.275231989917939,8.158523841679848,0.9342525768627987,0.15059420302557514,0.13078855317880364,0.05144855348057932,0.1361861185341584,0.15678570753220536,0.028353374657910737,28,5,4463.97964323743,87.36877985975231,14,1,CCSproblem,Sobacken
1.2028980626342358,52.20119822943684,91.26043252741839,0.066367399499443,6.461384179891999,0.6039860989737307,1.5461625592528683,30.875022110057287,139.46276472595642,6.285473206767928,7.910001085661446,0.9418345600306737,0.16493175223898934,0.09885361227563916,0.0641528225713763,0.0922055373863983,0.23455096413764462,0.03892311755181879,27,4,4463.97964323743,87.36877985975231,15,1,CCSproblem,Sobacken
1.1440971950466778,51.379312189245724,98.39915111033265,0.06569890034225331,6.1899987117127235,0.6377175611279814,2.0511654953220075,127.3317236342428,151.9643444676839,8.900616469484131,11.749646527011436,0.952077735681626,0.17115123614629268,0.10483847439530544,0.06868838610439135,0.11078098736925193,0.10088395169235582,0.03157691824099437,30,3,4463.97964323743,87.36877985975231,16,1,CCSproblem,Sobacken
1.3185176603204858,53.97375973766348,95.15666620012495,0.03166825438222326,6.137432798889492,0.6459992700109708,1.4892607885091216,104.16652603049053,57.842547374164724,7.97594860859747,10.675869349610553,0.9234406455009594,0.17563042886063926,0.14745002575228452,0.07453940938851336,0.047767349699629834,0.1820961892528703,0.0366132470078771,23,2,4463.97964323743,87.36877985975231,17,1,CCSproblem,Sobacken
1.290399202582934,49.796460297589746,91.14623804141208,0.057908567087977855,5.812588659086582,0.6494987484141584,2.520384533291541,156.232031314447,66.85635401344612,9.200776449471963,9.741612752081066,0.9443466521521015,0.14534650227610574,0.13650441468691205,0.04775197692173958,0.14255318997769337,0.24359035385276426,0.03266093620252941,31,3,4463.97964323743,87.36877985975231,18,1,CCSproblem,Sobacken
1.2465678955097095,46.20813580659667,96.73819202059553,0.0519880324711864,6.003682145454042,0.6124873728860151,1.8784677399743548,61.19910973249035,174.3085695821918,6.665154158353623,8.575215089063411,0.926645960913535,0.14461335100226436,0.12165443293339026,0.05400282523758254,0.0778338541069197,0.1700700682559148,0.02470653186040499,25,2,4463.97964323743,87.36877985975231,19,1,CCSproblem,Sobacken
1.2693770602047838,53.1755404077539,87.64119988536787,0.059631010480022104,6.390181176450036,0.6194817688916366,2.786837983358732,138.99242306532963,166.33600032708017,8.422373126382315,9.488977880105423,0.9508797371228734,0.16727976047179732,0.11881231886262536,0.06262269651475466,0.05731743775130688,0.12602321197103136,0.026065929683770646,32,5,3217.817014561928,82.80456420829647,10,2,CCSproblem,Sobacken
1.0978719803614931,47.28439225920609,78.36012782641984,0.04056216192456573,6.2449600100829805,0.6331210414968267,1.2274122907491791,53.32657264298469,120.73137391548862,9.837953802846108,10.367609526078073,0.9368139779166111,0.15626180526102723,0.09368822986245816,0.05605647892080533,0.12239227476022976,0.19507547112339968,0.022264172719140052,25,4,3217.817014561928,82.80456420829647,11,2,CCSproblem,Sobacken
1.2134751920742393,45.132901097590704,82.41322129586386,0.0376898121622393,5.891858677398238,0.6245408504025611,2.291654303346824,77.13417553173147,84.5215737164721,7.036388043770275,11.092227256532277,0.9579663438816739,0.13863663219128278,0.14302922736544657,0.07920530738612372,0.10381562603218863,0.20633149825880767,0.02199960600561484,29,4,3217.817014561928,82.80456420829647,12,2,CCSproblem,Sobacken
