mCO2,cost_specific,consumer_cost,fuel_penalty,energy_deficit,Name
217356.3950524984,161.64329555873914,53.444487974480325,0.2487454118149,169111.09607131468,Sobacken
220619.88469592662,146.0669994345442,49.01362471429519,0.24618972983219453,169886.62477277615,Sobacken
215748.48960980176,138.8788252123331,45.116762739193994,0.24233020623435844,163530.93467777997,Sobacken
222170.4741751196,154.1688086100409,53.15445578746521,0.2687462526150005,186755.4834085647,Sobacken
221224.74896833755,149.08593533672567,47.434737573774186,0.19552748363953648,135296.3639258257,Sobacken
219443.83924790783,142.56396098743434,46.66513664454982,0.23364420163111596,160369.95355626673,Sobacken
217082.8956960387,162.84873461599693,53.01249128746177,0.23551128459743803,159912.32235334275,Sobacken
223814.91739230618,106.40868899614287,35.74091170028327,0.23508741443372533,164574.67710795248,Sobacken
218860.08842037615,168.08953416428477,57.143164178453794,0.26674604261746804,182603.52563300225,Sobacken
223040.7302328708,146.56113229500275,48.99080106690776,0.22713863581174132,158460.0521258708,Sobacken
186926.0572799993,188.5048937201626,63.86022461267278,0.27517826447587534,147186.4094651387,Sobacken
189732.65172997076,177.11566129164356,61.761988776423856,0.279922217137952,151971.861747901,Sobacken
185543.2618724396,170.55802351068843,57.37456769402902,0.28124435504017453,149318.19781943446,Sobacken
191066.1555255935,185.42886363912436,67.14893303939533,0.309826266719929,169389.2079014087,Sobacken
190252.83377294213,182.8021247956869,59.923786374638695,0.22476226168559962,122359.6611957485,Sobacken
188721.25503871098,171.56250809414598,58.09197198652433,0.2629152947910503,141977.787950936,Sobacken
186690.84839019744,193.2765694126351,64.36223635887457,0.2627625299085851,140368.67549407785,Sobacken
192480.37334483588,128.2493588488984,44.463419434224214,0.25970848504265737,143039.61392752742,Sobacken
188219.23051535583,204.57940164228205,71.94328737021455,0.301973844326828,162636.14046744382,Sobacken
191814.5739637084,177.34046885708347,61.32726579506413,0.2624085853638101,144026.82252967355,Sobacken
127704.73177582707,210.2564537807785,69.73020861778792,0.25818934500387647,99547.65587605418,Sobacken
129622.14980011169,210.20372278507375,71.6121606813322,0.258698254991916,101241.47226122906,Sobacken
126760.02925980091,207.77560005121393,68.78859380889756,0.25809520438661865,98775.21840934987,Sobacken
130533.17711765127,213.37507877096579,75.08240734777128,0.28483523997348575,112253.62147695018,Sobacken
129977.52940442634,225.6919922355522,72.94701747104814,0.20683774461239504,81167.80545053932,Sobacken
128931.1806272969,201.37003395185303,66.73717321243997,0.2437569209833263,94885.67420449668,Sobacken
127544.04102665858,222.83827643253676,72.69652487978567,0.24428314948632185,94067.45974119591,Sobacken
131499.34689572782,157.63767522953677,53.526857573568456,0.2436073341952335,96716.30317714084,Sobacken
128588.2059343469,253.084921685085,86.82745725880804,0.2808010480357231,109014.83310922445,Sobacken
131044.4839803022,199.04249479082387,67.18526517819568,0.24134506895663835,95486.70512610557,Sobacken
167586.80571227867,199.5090018744161,67.91999118134511,0.27904627969839546,132456.6586636126,Sobacken
170103.03167694443,191.32563507198554,67.04993465261855,0.2848992094345578,137265.38530583578,Sobacken
166347.07344231792,185.47137932681434,63.26148392099591,0.28646503830426256,134972.26193543224,Sobacken
171298.5720139391,198.3486369874114,72.19484503499353,0.31492010482969235,152795.9578629354,Sobacken
170569.39601500923,199.3702919184572,65.65916549171529,0.2288781390482212,110576.5818111378,Sobacken
169196.27344717924,184.7965020854254,62.87631585568326,0.2675925242285452,128239.70349286457,Sobacken
167375.9313853357,206.97635814651105,69.25886649048903,0.2674174172301071,126776.98877329356,Sobacken
172566.4757527592,139.36705209358948,48.55419911015255,0.26344694845665706,128767.81833305741,Sobacken
168746.18806324425,222.8163462502124,78.75343561488869,0.30676143819904933,146619.7489828852,Sobacken
171969.55955417253,189.1485434668121,65.72959776690973,0.26716859950314703,130135.18334264265,Sobacken
222837.24535149525,156.28554190638147,51.25069638930161,0.2420741195543703,172086.82567359068,Sobacken
226183.02702126864,140.71240293920337,46.830365588587945,0.23947999140819862,172798.80204057356,Sobacken
221188.7950284686,133.65100277910585,43.06609758957524,0.23560610329138967,166249.80351459392,Sobacken
227772.71610371274,149.10981392621167,51.432815081299545,0.262185753292702,190511.9714952848,Sobacken
226803.14352735542,143.43673046211075,45.65532012040734,0.1901189567561408,137558.03825967354,Sobacken
224977.32645754062,137.35785124099536,44.979570443318565,0.2271875682280927,163055.25348581513,Sobacken
222556.84944603237,157.11243241969282,50.731255841796106,0.2289597108225873,162559.1853242458,Sobacken
229458.62553631215,102.4549779846291,34.4257446823939,0.22865609099462592,167378.10399465347,Sobacken
224378.8557921278,161.98628498086785,54.60860658762035,0.2602679067844633,186300.50398480415,Sobacken
228664.91650394895,141.42260556735704,46.89310475604989,0.22097192789521747,161193.72194169878,Sobacken
169185.69757034618,214.16544519087253,74.77495442454895,0.30601013230564794,138404.46739988116,Sobacken
171725.93003833338,209.39216699643154,76.8770841129036,0.3289443605385079,151011.13709322398,Sobacken
167934.1374131947,203.94778106739864,73.87175003527958,0.34770918851145177,156101.0451239178,Sobacken
172932.8766414878,215.65396211388298,82.96417959804906,0.3605696877904654,166693.02776659073,Sobacken
172196.74380867815,215.23798143822486,74.14485531852092,0.26741792641062523,123102.28297773705,Sobacken
170810.52071969135,200.65708243439795,70.67072864169481,0.3017351311553163,137781.57670488436,Sobacken
168972.81135921582,221.54443254198648,76.65694853079975,0.2933845586115302,132527.1131199691,Sobacken
174212.8770424299,147.89317873596877,52.81528995687342,0.28922769574387935,134700.98949892272,Sobacken
170356.14121574644,237.00247436905485,87.22983286263866,0.34350900119635336,156439.5547720818,Sobacken
173610.26585821592,218.13996263090152,81.13891917846202,0.32714833574959207,151834.6081215752,Sobacken
187516.1754013958,184.1057414028613,61.87024489186031,0.26878719308781773,147292.07642582108,Sobacken
190331.6301583167,171.9784349786368,58.85730212452237,0.2703031580054513,150346.79101953027,Sobacken
186129.0145637828,165.55020091470652,55.05879516937569,0.2699174319391955,146817.2507558828,Sobacken
191669.34377233603,179.89164601142315,64.29804395078905,0.2979240411598884,166874.6171308589,Sobacken
190853.4543952895,177.72995314540745,57.690219415143424,0.21622960927985677,120599.9879996945,Sobacken
189317.0405279658,166.77130801415956,55.99653700447398,0.2548188340372056,140978.63687841615,Sobacken
187280.22396649243,188.27061406633896,62.228077085725545,0.25542889267831165,139795.7655679665,Sobacken
193088.02622093447,125.2985240886446,43.11025446801146,0.2538318346415357,143229.8403909886,Sobacken
188813.43113317576,199.3263729905532,69.32007584569955,0.29197762028947477,161107.04242286764,Sobacken
192420.12493766588,171.34352515282615,58.597794305546394,0.2521597948140927,141794.1817499484,Sobacken
231656.78797263477,187.02486744642925,65.31756645849919,0.29914197920955915,187583.41294858154,Sobacken
235134.99034250726,173.00712538788545,62.94150181087619,0.3178919404368191,202333.97731427988,Sobacken
229943.09461602176,163.56548209346775,58.15208661898265,0.32583524549598025,202810.51696269898,Sobacken
236787.59678239247,184.66691057053592,70.37593438492728,0.356542126515366,228529.2742168025,Sobacken
235779.6500704728,172.6988553229925,58.98720896452014,0.2581741362280728,164774.91324878248,Sobacken
233881.57007423276,168.12703693198074,58.69720484170929,0.29508722012877925,186817.88109145057,Sobacken
231365.29444462177,188.04095762512728,64.49645629351163,0.2865801520817433,179480.12481728173,Sobacken
238540.231820367,119.59631967827748,42.33756727885663,0.2825750759506368,182459.94102541666,Sobacken
233259.41289477787,190.8512557209924,69.59969492769471,0.33683427984749886,212680.41637183784,Sobacken
237715.10905091205,182.3329332008186,65.96709476652272,0.3031283524515349,195054.23556606524,Sobacken
218101.85127078914,185.38428952457153,63.8475753276923,0.2881902744462083,173713.54111973956,Sobacken
221376.53353934086,171.2309298100633,60.82136631249074,0.29930796980656915,183123.83074246137,Sobacken
216488.4312762414,163.06373516933914,56.51029741624107,0.3044367524126543,182148.9930643592,Sobacken
222932.4409967281,181.38153836923607,67.749095920709,0.3323327667062873,204758.26236221276,Sobacken
221983.47228410846,173.32610244767397,57.8913754466539,0.24262302620232667,148849.59474123007,Sobacken
220196.45466781958,166.68634553565178,57.37488389652148,0.2803077982287664,170584.8677749689,Sobacken
217827.4139074402,187.5908916251632,63.495674580117864,0.2761379469722758,166239.27186179048,Sobacken
224582.52407752018,120.93205697466827,42.62110973559883,0.2722895515453212,169005.92722806,Sobacken
219610.70177964363,193.09011629336612,69.36203702091083,0.3226830144557014,195850.4645581312,Sobacken
223805.68172759924,177.10365860047293,62.51142659643704,0.28356703213868095,175396.87298701744,Sobacken
130499.60439537193,205.06947118294704,68.3390802916526,0.25509798370917813,102214.35560745758,Sobacken
132458.9859323767,203.20303296871217,68.72916053852227,0.2526179777375196,102740.4240836367,Sobacken
129534.22666113781,200.05310930862626,65.51577679290558,0.2489060811209766,98995.56023852572,Sobacken
133389.95147201692,205.9153708595802,71.63025191497482,0.275605092786354,112877.1477741031,Sobacken
132822.14317117544,217.64864622204416,69.76862688361169,0.20065089467540448,81829.0026761156,Sobacken
131752.89460398324,195.2789263405321,64.41723022907848,0.239825323404013,97017.67845832926,Sobacken
130335.39686049927,216.77122481755765,71.08062536825433,0.24131554785372605,96570.25025170331,Sobacken
134377.26628850377,152.83051910721733,51.712475926114244,0.2408708307965483,99381.53177656316,Sobacken
131402.4137633346,244.2494820352325,82.97142490236828,0.2729477323956239,110123.12005799117,Sobacken
133912.44850382398,191.66404451395343,64.02614524528138,0.2331136390600616,95848.27670298265,Sobacken
156638.2226639963,210.843837364378,,0.2896038706968391,126606.8447797989,Ryaverket G1
153793.07009988284,230.42357071935734,,0.34072586135398486,146250.35928596638,Ryaverket G1
158484.2968765224,150.75637295220534,,0.29546466849543723,130691.35778041612,Ryaverket G1
152917.1096038435,146.39892478575857,,0.26189731839327174,111774.3644317577,Ryaverket G1
156928.3958129755,187.24401440643896,,0.2666094666399784,116770.24145206825,Ryaverket G1
156247.38446825667,184.58194449182932,,0.25128786827593624,109582.03346735894,Ryaverket G1
154824.1110821443,135.79396222423318,,0.2660998721919482,114984.2450390089,Ryaverket G1
153028.5934697486,163.39662223983666,,0.2585126027265676,110410.24756389907,Ryaverket G1
154991.05523215877,152.56257617835132,,0.25050297350788475,108361.3975134072,Ryaverket G1
157639.7963075232,149.82972611152059,,0.26703893991052985,117488.54818507435,Ryaverket G1
108861.78837457488,231.25753481047667,,0.2567864811531565,83419.29544148612,Ryaverket G1
106884.43960835265,267.07946663712175,,0.312314044387571,99615.03590200581,Ryaverket G1
110144.78901662679,166.77968983129497,,0.26441704094556456,86910.50891946629,Ryaverket G1
106275.65699755354,154.17986576421393,,0.23429130851888522,74303.43189577777,Ryaverket G1
109063.45542236768,205.53455320367095,,0.2412432544093599,78515.1253856768,Ryaverket G1
108590.16026088913,204.8522057669494,,0.21743784831017163,70460.30401709944,Ryaverket G1
107601.00139836496,159.79636526493323,,0.24567559885633244,78885.50922671733,Ryaverket G1
106353.13702005972,190.06688423771965,,0.23927412114664678,75939.0100087563,Ryaverket G1
107717.02568937236,181.69558725964427,,0.22608827646591756,72674.37290816134,Ryaverket G1
109557.87069834501,180.60211175425184,,0.23799104492816764,77807.79279131003,Ryaverket G1
149164.30277771052,213.87715016039465,,0.2861493576224054,119666.33754244586,Ryaverket G1
146454.90534390174,235.5313066052931,,0.3379777548229173,138773.44215216432,Ryaverket G1
150922.2924184514,153.0599213066516,,0.2921058567429704,123597.0142491661,Ryaverket G1
145620.7408952103,147.80995058694,,0.25931047636189963,105866.27223139748,Ryaverket G1
149440.63044994886,190.05496663782085,,0.2643210701421626,110742.62066115781,Ryaverket G1
148792.11324456282,187.7671053475363,,0.24833404901389924,103593.02218675605,Ryaverket G1
147436.75068559832,139.18791018635483,,0.26462957837013634,109385.17287110591,Ryaverket G1
145726.90536034445,166.78928419572773,,0.2554746147480232,104376.28059823714,Ryaverket G1
147595.7291731999,156.70054991652637,,0.24876582961585444,102938.73764856027,Ryaverket G1
150118.08680102453,153.97939755478882,,0.26383667693738516,111040.78179123883,Ryaverket G1
81623.3946633591,267.06419578055426,,0.24846033865819778,62273.500329669434,Ryaverket G1
80140.79988752169,316.63036825366237,,0.3048334568307678,75014.95547716194,Ryaverket G1
82585.37470542136,192.69153782973774,,0.25603680923901995,64928.758960975814,Ryaverket G1
79684.34125270238,171.78540766403378,,0.22586122826259522,55264.49733963582,Ryaverket G1
81774.60244047138,234.82903455367946,,0.23337457692492258,58600.79893725757,Ryaverket G1
81419.73083368961,239.02524567572306,,0.20961025031661407,52405.121339840254,Ryaverket G1
80678.07018833293,190.5445342677749,,0.23796176333689015,58951.41472512723,Ryaverket G1
79742.43493782345,224.56611055374665,,0.23119191022990504,56610.068196679465,Ryaverket G1
80765.06395021056,219.4834977509004,,0.21812520471325506,54095.47581859107,Ryaverket G1
82145.30968128791,220.15685758212805,,0.23025717665049394,58080.11911109079,Ryaverket G1
116031.98841322682,215.3536147505488,,0.2476412523378689,88548.01895658829,Ryaverket G1
113924.40123725873,248.62557879163705,,0.30401705715216043,106731.55296239718,Ryaverket G1
117399.494108802,155.53869318909415,,0.2552039132503403,92327.62796439194,Ryaverket G1
113275.52105719625,144.3166061419107,,0.22502067461150047,78548.26813782124,Ryaverket G1
116246.93829511106,192.11829823128784,,0.23258472519004142,83318.38356532755,Ryaverket G1
115742.46946805346,190.38344981374556,,0.20884551681164107,74489.66551526208,Ryaverket G1
114688.15949033818,148.09792411698217,,0.2371190536549774,83803.69340855736,Ryaverket G1
113358.10431444315,176.3656251955482,,0.230388069091022,80480.50309450304,Ryaverket G1
114811.82574082726,167.59220954913758,,0.21732427768633164,76890.55418382408,Ryaverket G1
116773.91831656848,166.54351436300632,,0.22949487131164173,82584.1989599775,Ryaverket G1
123884.77062883126,255.8645321672725,,0.3242218787276774,108316.88516554616,Ryaverket G1
121634.54672552952,275.7774556102043,,0.3604958490508417,118247.8173088267,Ryaverket G1
125344.82601309838,181.49382658258546,,0.328763776547732,111128.71588254058,Ryaverket G1
120941.75180430184,174.1345240893507,,0.29410785658337635,95922.12793772866,Ryaverket G1
124114.26783195678,219.2845046142985,,0.2856561309888848,95609.52991761922,Ryaverket G1
123575.65769707861,221.8140588813788,,0.2772921088534396,92407.31782174548,Ryaverket G1
122449.99440760889,164.25215365702806,,0.28544505717395047,94257.78291100387,Ryaverket G1
121029.9241093853,199.47891727833562,,0.29012857498503164,94693.28642514914,Ryaverket G1
122582.03010988272,187.70484125945296,,0.27428157270573217,90669.11236853755,Ryaverket G1
124676.912667894,184.89144620811427,,0.29145179255604,97991.56500977704,Ryaverket G1
99844.0105879773,277.60521379458254,,0.3079681037186987,84194.62924179173,Ryaverket G1
98030.45934930477,311.04542229070296,,0.35110666653410616,94244.65858555112,Ryaverket G1
101020.73137864302,197.95847679215666,,0.3133853576077238,86685.37686484374,Ryaverket G1
97472.10642909314,183.85709190108406,,0.2791811117253881,74511.4502060739,Ryaverket G1
100028.97215397497,240.05995919613082,,0.2777956330684533,76086.54309247625,Ryaverket G1
99594.88331693233,244.65105577131465,,0.26484788092337164,72225.43427414616,Ryaverket G1
98687.66335097665,186.26524625861208,,0.2767365783501517,74780.10409366408,Ryaverket G1
97543.16824337133,222.7005219445417,,0.27563746068385253,73619.30786892203,Ryaverket G1
98794.07654437328,215.09606000724776,,0.2664418558930019,72075.88578790892,Ryaverket G1
100482.43157979008,213.6858157376455,,0.2839959266051763,78137.38616876017,Ryaverket G1
81941.29261601534,280.3461530404311,,0.2633729724997939,63386.330861775794,Ryaverket G1
80452.92359070202,330.18087429206986,,0.31890005586454934,75356.03222939833,Ryaverket G1
82907.01927370332,201.69427290304762,,0.2702275609877166,65802.52215300126,Ryaverket G1
79994.68719025461,180.5796239979374,,0.23937417743144737,56241.9073563944,Ryaverket G1
82093.08930079274,245.6521304656257,,0.2459741548665541,59308.60014324597,Ryaverket G1
81736.8355785315,252.6955231456452,,0.22952856028836954,55103.1149454976,Ryaverket G1
80992.28639366115,198.8571718362515,,0.25021267085468957,59521.59427149213,Ryaverket G1
80053.00713236534,234.6642997958622,,0.2441460926154738,57404.90808153043,Ryaverket G1
81079.61896941574,229.39876885268177,,0.23087359387615836,54980.357538377204,Ryaverket G1
82465.2403320002,229.77052939310138,,0.24338299186121226,58949.85643430126,Ryaverket G1
124116.25230225896,198.1893024416345,,0.2347281991863643,93110.90061268421,Ryaverket G1
121861.82380147459,228.83683462014744,,0.29021630536508525,113030.6146900485,Ryaverket G1
125579.03583512682,143.69727733029998,,0.24318053717819366,97600.61734800863,Ryaverket G1
121167.73437627441,134.31126820698262,,0.21502859420456533,83270.23876848943,Ryaverket G1
124346.17832642804,178.5990717367587,,0.2232373573577646,88716.81089227262,Ryaverket G1
123806.56178555897,174.6275165342672,,0.19611628431284975,77600.39399725449,Ryaverket G1
122678.79516715994,136.55129359632798,,0.22839071560622917,89547.7244632912,Ryaverket G1
121256.07143343054,162.51442643461831,,0.22023469047061753,85348.48739843132,Ryaverket G1
122811.07758131903,153.75283431913454,,0.208731497117978,81927.95922566048,Ryaverket G1
124909.87447777316,152.2543454470951,,0.2184176086891216,87194.88853222848,Ryaverket G1
104496.12938217515,249.0631842341483,,0.2737279321219046,82234.5101014666,Ryaverket G1
102598.07777385616,285.7781138931679,,0.32754965750951165,96616.46925915987,Ryaverket G1
105727.67814773432,178.93526882458073,,0.28054894991021684,85277.04271470873,Ryaverket G1
102013.70903057599,165.32519964722215,,0.24896353764869852,73017.85542068993,Ryaverket G1
104689.70902323126,219.7204740735107,,0.25481172365092375,76693.43455418601,Ryaverket G1
104235.39430758795,222.11102569356527,,0.23778930374906285,71259.42566600833,Ryaverket G1
103285.90345298068,170.99652154421378,,0.2574181257267484,76438.99446595568,Ryaverket G1
102088.08188975116,203.96112611784918,,0.25379284973998245,74488.49765583625,Ryaverket G1
103397.27484881763,195.3394752196152,,0.2391862409275242,71101.71478492722,Ryaverket G1
105164.29687833138,194.30114414554635,,0.253014822504673,76497.82295589287,Ryaverket G1
155425.48110990727,178.9236176596671,69.4845772935175,0.30951309007654787,134183.03867387405,Enkoping KVV
152022.0281629995,175.42678703683984,63.392613554405756,0.2794828760626183,118510.84838011547,Enkoping KVV
151448.32857962302,165.82037092956335,58.086141011431344,0.24584138166444458,103852.23653609025,Enkoping KVV
156513.8727964722,181.23919352835458,74.24231912717025,0.3422150493591892,149399.2176237219,Enkoping KVV
153453.47398742742,250.0155412527788,101.95253776758807,0.36346915885398773,155575.30881739449,Enkoping KVV
152624.3326013804,170.9195652305807,66.98335659849482,0.3388794970612281,144266.48576776218,Enkoping KVV
153946.886078335,124.3415438311644,45.68640339364834,0.27780732653423895,119291.90799328608,Enkoping KVV
156020.0043317008,166.80120459661984,60.985959316502395,0.24987970840626758,108744.58924304096,Enkoping KVV
150382.409035672,175.58841918415322,59.199815318069795,0.22081939407766712,92625.5143418289,Enkoping KVV
154720.33866358004,129.23383178187677,46.64390399969634,0.2592213528310694,111870.23778992296,Enkoping KVV
91938.40678279329,267.54582573234984,108.2395704747817,0.3404918653789939,83431.81745159725,Enkoping KVV
89925.1716345769,255.76618740306932,95.78268773122011,0.30976145326827187,74239.77355438985,Enkoping KVV
89585.81270005133,241.30529466734086,87.28288955337091,0.2840187012979144,67813.18852677068,Enkoping KVV
92582.22011960164,256.9953913433812,110.22182407850393,0.3760333355514406,92785.88789276432,Enkoping KVV
90771.91084074817,332.84196915594714,142.36533798375697,0.3949288968895568,95542.8913738715,Enkoping KVV
90281.45112020247,257.03166421837665,105.122303055492,0.3738873199595329,89963.68944016939,Enkoping KVV
91063.77753597383,176.79978026011932,68.6139587546538,0.32300962361801466,78395.13522560927,Enkoping KVV
92290.08346680121,254.94213681559935,96.55733402439668,0.2868347268707525,70552.88196262148,Enkoping KVV
88955.2922478727,257.88349858329116,90.02317127149097,0.25759508180866303,61071.32572676111,Enkoping KVV
91521.29581355391,192.29041015356893,72.93497977949077,0.293205206322248,71519.06499776544,Enkoping KVV
92321.95486394527,226.92434015423154,83.83992754626173,0.26944490385809344,76772.1910437662,Enkoping KVV
90300.32091369363,212.4064688217252,74.67537272759314,0.24271293444114123,67641.1813987613,Enkoping KVV
89959.5462436478,194.77925057514582,65.57940383544492,0.2089777651297003,58019.810512196396,Enkoping KVV
92968.45405728079,215.36053682409317,83.3531841387563,0.2990917019530468,85816.1334278766,Enkoping KVV
